,input,target
2540,марья ивановна принята была моими родителями с тем искренним радушием которое отличало людей старого века,S S S S S S S S S C S S S S P
2541,они видели благодать божию в том что имели случай приютить и обласкать бедную сироту,S S S S S C S S S S S S S P
2542,вскоре они к ней искренно привязались потому что нельзя было ее узнать и не полюбить,S S S S S C S S S S S S S S P
2543,моя любовь уже не казалась батюшке пустою блажью а матушка только того и желала чтоб ее петруша женился на милой капитанской дочке,S S S S S S S C S S S S S C S S S S S S S P
2544,слух о моем аресте поразил все мое семейство,S S S S S S S P
2545,марья ивановна так просто рассказала моим родителям о странном знакомстве моем с пугачевым что оно не только не беспокоило их но еще заставляло часто смеяться от чистого сердца,S S S S S S S S S S S S C S S S S S S C S S S S S S S P
2546,батюшка не хотел верить чтобы я мог быть замешан в гнусном бунте коего цель была ниспровержение престола и истребление дворянского рода,S S S C S S S S S S S C S S S S S S S S P
2547,он строго допросил савельича,S S S P
2548,дядька не утаил что барин бывал в гостях у емельки пугачева и что-де злодей его таки жаловал но клялся что ни о какой измене он и не слыхивал,S S C S S S S S S S S S S S S S C S C S S S S S S S S P
2549,старики успокоились и с нетерпением стали ждать благоприятных вестей,S S S S S S S S P
2550,марья ивановна сильно была встревожена но молчала ибо в высшей степени была одарена скромностию и осторожностию,S S S S C S C S S S S S S S S P
2551,прошло несколько недель,S S P
2552,вдруг батюшка получает из петербурга письмо от нашего родственника князя б,S S S S S S S S S S P
2553,князь писал ему обо мне,S S S S P
2554,после обыкновенного приступа он объявлял ему что подозрения насчет участия моего в замыслах бунтовщиков к несчастию оказались слишком основательными что примерная казнь должна была бы меня постигнуть но что государыня из уважения к заслугам и преклонным летам отца решилась помиловать преступного сына и избавляя его от позорной казни повелела только сослать в отдаленный край сибири на вечное поселение,S S C S S C S S S S S S S C S C S S C S S S S S S S C S S C S S S S S S S C S S S S C S S S S C S S S S S S S S S P
2555,сей неожиданный удар едва не убил отца моего,S S S S S S S P
2556,он лишился обыкновенной своей твердости и горесть его изливалась в горьких жалобах,S S S S C S S S S S S P
2557,как повторял он выходя из себя,C S C S S P
2558,сын мой участвовал в замыслах пугачева,S S S S S EX
2559,боже праведный до чего я дожил,S C S S S EX
2560,государыня избавляет его от казни,S S S S EX
2561,от этого разве мне легче,S S S S Q
2562,не казнь страшна пращур мой умер на лобном месте отстаивая то что почитал святынею своей совести отец мой пострадал вместе с волынским и хрущевым,S S C S S S S S C S C S S S S C S S S S S S S P
2563,но дворянину изменить своей присяге соединиться с разбойниками с убийцами с беглыми холопьями,S S S S C S S C S C S S EX
2564,стыд и срам нашему роду,S S S S EX
2565,испуганная его отчаянием матушка не смела при нем плакать и старалась возвратить ему бодрость говоря о неверности молвы о шаткости людского мнения,S S S S S S S S S S S S S C S S S C S S S P
2566,отец мой был неутешен,S S S P
2567,марья ивановна мучилась более всех,S S S S P
2568,будучи уверена что я мог оправдаться когда бы только захотел она догадывалась об истине и почитала себя виновницею моего несчастия,S C S S S C S S S C S S S S S S S S S P
2569,она скрывала от всех свои слезы и страдания и между тем непрестанно думала о средствах как бы меня спасти,S S S S S S S S S S S S S S C S S S P
2570,однажды вечером батюшка сидел на диване перевертывая листы придворного календаря но мысли его были далеко и чтение не производило над ним обыкновенного своего действия,S S S S S C S S S C S S S S C S S S S S S S S P
2571,он насвистывал старинный марш,S S S P
2572,матушка молча вязала шерстяную фуфайку и слезы изредка капали на ее работу,S S S S C S S S S S S P
2573,вдруг марья ивановна тут же сидевшая за работой объявила что необходимость ее заставляет ехать в петербург и что она просит дать ей способ отправиться,S S C S S S S C C S S S S S S S S S S S S S S P
2574,матушка очень огорчилась,S S P
2575,зачем тебе в петербург сказала она,S S S C S P
2576,неужто марья ивановна хочешь и ты нас покинуть,C S C S S S S Q
2577,марья ивановна отвечала что вся будущая судьба ее зависит от этого путешествия что она едет искать покровительства и помощи у сильных людей как дочь человека пострадавшего за свою верность,S S C S S S S S S S S C S S S S S S S S S C S S C S S S P
2578,отец мой потупил голову всякое слово напоминающее мнимое преступление сына было ему тягостно и казалось колким упреком,S S S C S C S S S C S S S S S S P
2579,поезжай матушка сказал он ей со вздохом,C C S S S S P
2580,мы твоему счастию помехи сделать не хотим,S S S S S S P
2581,дай бог тебе в женихи доброго человека не ошельмованного изменника,S S S S S S C S S P
2582,он встал и вышел из комнаты,S S S S S P
2583,марья ивановна оставшись наедине с матушкою отчасти объяснила ей свои предположения,S C S S S C S S S S P
2584,матушка со слезами обняла ее и молила бога о благополучном конце замышленного дела,S S S S S S S S S S S S P
2585,марью ивановну снарядили и через несколько дней она отправилась в дорогу с верной палашей и с верным савельичем который насильственно разлученный со мною утешался по крайней мере мыслию что служит нареченной моей невесте,S S C S S S S S S S S S S S S S S C C S S S C S S S S C S S S S P
2586,марья ивановна благополучно прибыла в софию и узнав на почтовом дворе что двор находился в то время в царском селе решилась тут остановиться,S S S S S S C S S S C S S S S S S S S C S S P
2587,ей отвели уголок за перегородкой,S S S S P
2588,жена смотрителя тотчас с нею разговорилась объявила что она племянница придворного истопника и посвятила ее во все таинства придворной жизни,S S S S S C C S S S S C S S S S S S S P
2589,она рассказала в котором часу государыня обыкновенно просыпалась кушала кофей прогуливалась какие вельможи находились в то время при ней что изволила она вчерашний день говорить у себя за столом кого принимала вечером словом разговор анны власьевны стоил нескольких страниц исторических записок и был бы драгоценен для потомства,S C S S S S S C S C C S S S S S S S C S S S S S S S S S C S S C C S S S S S S S S S S S S S P
2590,марья ивановна слушала ее со вниманием,S S S S S P
2591,они пошли в сад,S S S P
2592,анна власьевна рассказала историю каждой аллеи и каждого мостика и нагулявшись они возвратились на станцию очень довольные друг другом,S S S S S S S S C C C S S S S S S S P
2593,на другой день рано утром марья ивановна проснулась оделась и тихонько пошла в сад,S S S S S S S C S S S S S P
2594,утро было прекрасное солнце освещало вершины лип пожелтевших уже под свежим дыханием осени,S S C S S S C S S S S S P
2595,широкое озеро сияло неподвижно,S S S P
2596,проснувшиеся лебеди важно выплывали из-под кустов осеняющих берег,S S S S S C S P
2597,марья ивановна пошла около прекрасного луга где только что поставлен был памятник в честь недавних побед графа петра александровича румянцева,S S S S S C S S S S S S S S S S S S S P
2598,вдруг белая собачка английской породы залаяла и побежала ей навстречу,S S S S S S S S S P
2599,марья ивановна испугалась и остановилась,S S S S P
2600,в эту самую минуту раздался приятный женский голос не бойтесь она не укусит,S S S S S S S C S C S S P
2601,и марья ивановна увидела даму сидевшую на скамейке противу памятника,S S S S C S S S S P
2602,марья ивановна села на другом конце скамейки,S S S S S S P
2603,дама пристально на нее смотрела а марья ивановна со своей стороны бросив несколько косвенных взглядов успела рассмотреть ее с ног до головы,S S S S C S S C S S S S S S C S S S S S S P
2604,она была в белом утреннем платье в ночном чепце и в душегрейке,S S S S S C S S S S S P
2605,ей казалось лет сорок,S S S P
2606,лицо ее полное и румяное выражало важность и спокойствие а голубые глаза и легкая улыбка имели прелесть неизъяснимую,S C S S C S S S C S S S S S S S S P
2607,дама первая перервала молчание,S S S P
2608,вы верно не здешние сказала она,C C S C S P
2609,точно так-с я вчера только приехала из провинции,S C S S S S S P
2610,вы приехали с вашими родными,S S S S Q
2611,никак нет-с я приехала одна,S S S S P
2612,одна,EX
2613,но вы так еще молоды,S S S S P
2614,у меня нет ни отца ни матери,S S S S C S P
2615,вы здесь конечно по каким-нибудь делам,S C C S S Q
2616,точно так-с я приехала подать просьбу государыне,S S S S S S P
2617,вы сирота вероятно вы жалуетесь на несправедливость и обиду,S C C S S S S S Q
2618,никак нет-с я приехала просить милости а не правосудия,S S S S S C S S P
2619,позвольте спросить кто вы таковы,S C S S Q
2620,я дочь капитана миронова,S S S P
2621,капитана миронова того самого что был комендантом в одной из оренбургских крепостей,S C S C S S S S S S S Q
2622,точно так-с дама казалось была тронута,S S C C S P
2623,извините меня сказала она голосом еще более ласковым если я вмешиваюсь в ваши дела но я бываю при дворе изъясните мне в чем состоит ваша просьба и может быть мне удастся вам помочь,S C S S S S S C S S S S S C S S S S C S C S S S S C C S C S S S P
2624,марья ивановна встала и почтительно ее благодарила,S S S S S S P
2625,все в неизвестной даме невольно привлекало сердце и внушало доверенность,S S S S S S S S S P
2626,марья ивановна вынула из кармана сложенную бумагу и подала ее незнакомой своей покровительнице которая стала читать ее про себя,S S S S S S S S S S S S C S S S S S P
2627,сначала она читала с видом внимательным и благосклонным но вдруг лицо ее переменилось и марья ивановна следовавшая глазами за всеми ее движениями испугалась строгому выражению этого лица за минуту столь приятному и спокойному,S S S S S S S C S S S S C S S C S S S S S C S S S S C S S S S S P
2628,вы просите за гринева сказала дама с холодным видом,S S S C S S S S P
2629,императрица не может его простить,S S S S P
2630,он пристал к самозванцу не из невежества и легковерия но как безнравственный и вредный негодяй,S S S S S S S S C S S S S S P
2631,ах неправда вскрикнула марья ивановна,C C S S P
2632,как неправда возразила дама вся вспыхнув,S C S C S P
2633,неправда ей-богу неправда,C S EX
2634,я знаю все я все вам расскажу,S S C S S S P
2635,он для одной меня подвергался всему что постигло его,S S S S S C S S P
2636,и если он не оправдался перед судом то разве потому только что не хотел запутать меня,S S S S S S C S S S C S S S S P
2637,тут она с жаром рассказала все что уже известно моему читателю,S S S S S C S S S S P
2638,дама выслушала ее со вниманием,S S S S P
2639,где вы остановились спросила она потом и услыша что у анны власьевны примолвила с улыбкою а знаю,S S C S S C S C S S S C S S C C P
2640,прощайте не говорите никому о нашей встрече,C S S S S S P
2641,я надеюсь что вы недолго будете ждать ответа на ваше письмо,S C S S S S S S S S P
2642,с этим словом она встала и вошла в крытую аллею а марья ивановна возвратилась к анне власьевне исполненная радостной надежды,S S S S S S S S S C S S S S S S C S S P
2643,хозяйка побранила ее за раннюю осеннюю прогулку вредную по ее словам для здоровья молодой девушки,S S S S S S C C S S C S S S P
2644,она принесла самовар и за чашкою чая только было принялась за бесконечные рассказы о дворе как вдруг придворная карета остановилась у крыльца и камер-лакей вошел с объявлением что государыня изволит к себе приглашать девицу миронову,S S S S S S S S S S S S S S C S S S S S S C S S S S C S S S S S S S P
2645,анна власьевна изумилась и расхлопоталась,S S S S P
2646,ахти господи закричала она,S C S P
2647,государыня требует вас ко двору,S S S S P
2648,как же это она про вас узнала,S S S S S S Q
2649,да как же вы матушка представитесь к императрице,S S S C C S S Q
2650,вы я чай и ступить по-придворному не умеете,C S C S S S S P
2651,не проводить ли мне вас,S S S S Q
2652,все-таки я вас хоть в чем-нибудь да могу предостеречь,S S S S S S S S P
2653,и как же вам ехать в дорожном платье,S S S S S S S Q
2654,не послать ли к повивальной бабушке за ее желтым роброном,S S S S S S S S S Q
2655,камер-лакей объявил что государыне угодно было чтоб марья ивановна ехала одна и в том в чем ее застанут,S C S S S C S S S S S S S C S S S P
2656,делать было нечего марья ивановна села в карету и поехала во дворец сопровождаемая советами и благословениями анны власьевны,S S C S S S S S S S S C S S S S S P
2657,марья ивановна предчувствовала решение нашей судьбы сердце ее сильно билось и замирало,S S S S S C S S S S S P
2658,чрез несколько минут карета остановилась у дворца,S S S S S S P
2659,марья ивановна с трепетом пошла по лестнице,S S S S S S P
2660,двери перед нею отворились настежь,S S S S P
2661,она прошла длинный ряд пустых великолепных комнат камер-лакей указывал дорогу,S S S S S S C S S P
2662,наконец подошед к запертым дверям он объявил что сейчас об ней доложит и оставил ее одну,C S S S C S C S S S S C S S S P
2663,мысль увидеть императрицу лицом к лицу так устрашала ее что она с трудом могла держаться на ногах,S S S S S S S S C S S S S S S S P
2664,через минуту двери отворились и она вошла в уборную государыни,S S S C S S S S S P
2665,императрица сидела за своим туалетом,S S S S P
2666,несколько придворных окружали ее и почтительно пропустили марью ивановну,S S S S S S S S P
2667,государыня ласково к ней обратилась и марья ивановна узнала в ней ту даму с которой так откровенно изъяснялась она несколько минут тому назад,S S S S C S S S S S S S C S S S S S S S S S P
2668,государыня подозвала ее и сказала с улыбкою я рада что могла сдержать вам свое слово и исполнить вашу просьбу,S S S S S S C S C S S S S S S S S S P
2669,дело ваше кончено,S S P
2670,я убеждена в невинности вашего жениха,S S S S S P
2671,вот письмо которое сами потрудитесь отвезти к будущему свекру,S C S S S S S S P
2672,марья ивановна приняла письмо дрожащею рукою и заплакав упала к ногам императрицы которая подняла ее и поцеловала,S S S S S S C C S S S C S S S S P
2673,государыня разговорилась с нею,S S S P
2674,знаю что вы не богаты сказала она но я в долгу перед дочерью капитана миронова,C S S S C S C S S S S S S S P
2675,не беспокойтесь о будущем,S S S P
2676,я беру на себя устроить ваше состояние,S S S S S S P
2677,обласкав бедную сироту государыня ее отпустила,S S C S S P
2678,марья ивановна уехала в той же придворной карете,S S S S S S S P
2679,анна власьевна нетерпеливо ожидавшая ее возвращения осыпала ее вопросами на которые марья ивановна отвечала кое-как,S C S S S C S S C S S S S S P
2680,анна власьевна хотя и была недовольна ее беспамятством но приписала оное провинциальной застенчивости и извинила великодушно,S S S S S S S C S S S S S S S P
2681,в тот же день марья ивановна не полюбопытствовав взглянуть на петербург обратно поехала в деревню,S S S S S C S S S S C S S S P
2682,здесь прекращаются записки петра андреевича гринева,S S S S S P
2683,из семейственных преданий известно что он был освобожден от заключения в конце 1774 года по именному повелению что он присутствовал при казни пугачева который узнал его в толпе и кивнул ему головою которая через минуту мертвая и окровавленная показана была народу,S S S C S S S S S S S S S C S S C S S S S S C S S S S S S S S C S S C S S C S S P
2684,вскоре потом петр андреевич женился на марье ивановне,S S S S S S S P
2685,потомство их благоденствует в симбирской губернии,S S S S S P
2686,в тридцати верстах от находится село принадлежащее десятерым помещикам,S S S S S C S S P
2687,оно писано к отцу петра андреевича и содержит оправдание его сына и похвалы уму и сердцу дочери капитана миронова,S S S S S S S S S S S S S S S S S S P
2688,рукопись петра андреевича гринева доставлена была нам от одного из его внуков который узнал что мы заняты были трудом относящимся ко временам описанным его дедом,S S S S S S S S S S S C S C S S S S C S S C S S P
2689,мы решились с разрешения родственников издать ее особо приискав к каждой главе приличный эпиграф и дозволив себе переменить некоторые собственные имена,S C S S C S S C S S S S S S S S S S S S P
2690,приложение пропущенная глава мы приближались к берегам волги полк наш вступил в деревню и остановился в ней ночевать,S S S S S S S C S S S S S S S S S P
2691,староста объявил мне что на той стороне все деревни взбунтовались шайки пугачевские бродят везде,S S C S S S S S S C S S S P
2692,это известие меня сильно встревожило,S S S S P
2693,мы должны были переправиться на другой день утром,S S S S S S S P
2694,нетерпение овладело мной,S S P
2695,деревня отца моего находилась в тридцати верстах по ту сторону реки,S S S S S S S S S S P
2696,я спросил не сыщется ли перевозчика,S C S S S P
2697,все крестьяне были рыболовы лодок было много,S S S C S S P
2698,я пришел к гриневу и объявил ему о своем намерении,S S S S S S S S S P
2699,берегись сказал он мне,C S S P
2700,одному ехать опасно,S S P
2701,дождись утра,S P
2702,мы переправимся первые и приведем в гости к твоим родителям 50 человек гусаров на всякий случай,S S S S S S S S S S S S S S S P
2703,я настоял на своем,S S S P
2704,лодка была готова,S S P
2705,я сел в нее с двумя гребцами,S S S S S S P
2706,они отчалили и ударили в весла,S S S S S P
2707,небо было ясно,S S P
2708,луна сияла,S P
2709,погода была тихая волга неслась ровно и спокойно,S S C S S S S P
2710,лодка плавно качаясь быстро скользила по темным волнам,C S C S S S S P
2711,я погрузился в мечты воображения,S S S S P
2712,прошло около получаса,S S P
2713,мы уже достигли середины реки вдруг гребцы начали шептаться между собою,S S S S S S S S S S P
2714,что такое спросил я очнувшись,S C S C P
2715,не знаем бог весть отвечали гребцы смотря в одну сторону,S C S C S C S S S P
2716,глаза мои приняли то же направление и я увидел в сумраке что-то плывшее вниз по волге,S S S S S C S S S S S S S S S P
2717,незнакомый предмет приближался,S S P
2718,я велел гребцам остановиться и дождаться его,S S S S S S P
2719,луна зашла за облако,S S S P
2720,плывучий призрак сделался еще неяснее,S S S S P
2721,он был от меня уже близко и я все еще не мог различить,S S S S S C S S S S S S P
2722,что бы это было говорили гребцы,S S S C S P
2723,парус не парус мачты не мачты,S S C S S P
2724,вдруг луна вышла из-за облака и озарила зрелище ужасное,S S S S S S S S P
2725,к нам навстречу плыла виселица утвержденная на плоту три тела висели на перекладине,S S S S C S S C S S S S P
2726,болезненное любопытство овладело мною,S S S P
2727,я захотел взглянуть на лица висельников,S S S S S P
2728,по моему приказанию гребцы зацепили плот багром лодка моя толкнулась о плывучую виселицу,S S S S S S C S S S S S P
2729,я выпрыгнул и очутился между ужасными столбами,S S S S S S P
2730,яркая луна озаряла обезображенные лица несчастных,S S S S S P
2731,один из них был старый чуваш другой русский крестьянин сильный и здоровый малый лет 20-ти,S S S S S C S S C S S S S S P
2732,но взглянув на третьего я сильно был поражен и не мог удержаться от жалобного восклицания это был ванька бедный мой ванька по глупости своей приставший к пугачеву,C S S C S S S S S S S S S S C S S C S S C S S S S S P
2733,над ними прибита была черная доска на которой белыми крупными буквами было написано воры и бунтовщики,S S S S S C S S S S S S C S S P
2734,гребцы смотрели равнодушно и ожидали меня удерживая плот багром,S S S S S C S S P
2735,я сел опять в лодку,S S S S P
2736,плот поплыл вниз по реке,S S S S P
2737,виселица долго чернела во мраке,S S S S P
2738,наконец она исчезла и лодка моя причалила к высокому и крутому берегу,S S C S S S S S S S S P
2739,я щедро расплатился с гребцами,S S S S P
2740,один из них повел меня к выборному деревни находившейся у перевоза,S S S S S S S C S S P
2741,я вошел с ним вместе в избу,S S S S S S P
2742,выборный услыша что я требую лошадей принял было меня довольно грубо но мой вожатый сказал ему тихо несколько слов и его суровость тотчас обратилась в торопливую услужливость,C C S S S C S S S S C S S S S S S S C S S S S S S S P
2743,в одну минуту тройка была готова я сел в тележку и велел себя везти в нашу деревню,S S S S S C S S S S S S S S S S P
2744,я скакал по большой дороге мимо спящих деревень,S S S S C S S P
2745,я боялся одного быть остановлену на дороге,S S C S S S P
2746,если ночная встреча моя на волге доказывала присутствие бунтовщиков то она вместе была доказательством и сильного противудействия правительства,S S S S S S S S C S S S S S S S S P
2747,на всякий случай я имел в кармане пропуск выданный мне пугачевым и приказ полковника гринева,S S S S S S S C S S C S S S P
2748,но никто мне не встретился и к утру я завидел реку и еловую рощу за которой находилась наша деревня,S S S S C S S S S S S S S C S S S S P
2749,ямщик ударил по лошадям и через четверть часа я въехал в,S S S C S S S S S S P
2750,барский дом находился на другом конце села,S S S S S S P
2751,лошади мчались во весь дух,S S S S P
2752,вдруг посереди улицы ямщик начал их удерживать,S S S S S S P
2753,что такое спросил я с нетерпением,S C S S S P
2754,застава барин отвечал ямщик с трудом остановя разъяренных своих коней,C C S C S S S S S P
2755,в самом деле я увидел рогатку и караульного с дубиною,S S C S S S S S S P
2756,мужик подошел ко мне и снял шляпу спрашивая пашпорту,S S S S S S C S P
2757,что это значит спросил я его зачем здесь рогатка,S S C S S C S S Q
2758,кого ты караулишь,S S Q
2759,да мы батюшка бунтуем отвечал он почесываясь,S C C C S C P
2760,а где ваши господа спросил я с сердечным замиранием,S S S C S S S S P
2761,господа-то наши где повторил мужик,S S C S P
2762,господа наши в хлебном анбаре,S S S S P
2763,как в анбаре,S S Q
2764,да андрюха земский посадил вишь их в колодки и хочет везти к батюшке-государю,S C C C C S S S S S S S P
2765,боже мой,S EX
2766,отворачивай дурак рогатку,C C P
2767,что же ты зеваешь,S S S Q
2768,караульный медлил,S P
2769,я выскочил из телеги треснул его в ухо и сам отодвинул рогатку,S S S C S S S S S S S P
2770,мужик мой глядел на меня с глупым недоумением,S S S S S S S P
2771,я сел опять в телегу и велел скакать к барскому дому,S S S S S S S S S S P
2772,хлебный анбар находился на дворе,S S S S P
2773,у запертых дверей стояли два мужика также с дубинами,S S S S S S S S P
2774,телега остановилась прямо перед ними,S S S S P
2775,я выскочил и бросился прямо на них,S S S S S S P
2776,отворяйте двери сказал я им вероятно вид мой был страшен,S C S S S C S S S P
2777,по крайней мере оба убежали бросив дубины,S S S S C S P
2778,я попытался сбить замок а двери выломать но двери были дубовые а огромный замок несокрушим,S S S C S S C S S S C S S S P
2779,в эту минуту статный молодой мужик вышел из людской избы и с видом надменным спросил меня как я смею буянить,S S S S S S S S S S S S S S S C S S S P
2780,где андрюшка земский закричал я ему,S S C S S P
2781,кликнуть его ко мне,S S S P
2782,я сам андрей афанасьевич а не андрюшка отвечал он мне гордо подбочась,S S S C S S C S S C S P
2783,чего надобно,S Q
2784,вместо ответа я схватил его за ворот и притащив к дверям анбара велел их отпирать,S S S S S S S C S S S C S S P
2785,земский было заупрямился но отеческое наказание подействовало и на него,S S C S S S S S S P
2786,он вынул ключ и отпер анбар,S S S S S P
2787,я кинулся через порог и в темном углу слабо освещенном узким отверстием прорубленным в потолке увидел мать и отца,S S S S S S S C S S S C S S C S S S P
2788,руки их были связаны на ноги набиты были колодки,S S S C S S S S P
2789,я бросился их обнимать и не мог выговорить ни слова,S S S S S S S S S P
2790,оба смотрели на меня с изумлением три года военной жизни так изменили меня что они не могли меня узнать,S S S S S C S S S S S S C S S S S S P
2791,матушка ахнула и залилась слезами,S S S S P
2792,вдруг услышал я милый знакомый голос,S S S S S P
2793,петр андреич,S EX
2794,это вы,S EX
2795,я остолбенел оглянулся и вижу в другом углу марью ивановну также связанную,S S S S S S S S S C S P
2796,отец глядел на меня молча не смея верить самому себе,S S S S C S S S S P
2797,радость блистала на лице его,S S S S P
2798,я спешил саблею разрезать узлы их веревок,S S S S S S P
2799,здравствуй здравствуй петруша говорил отец мне прижимая меня к сердцу слава богу дождались тебя,C C C S S C S S S C S C S P
2800,петруша друг мой говорила матушка,C S C S P
2801,как тебя господь привел,S S S EX
2802,здоров ли ты,S S Q
2803,я спешил их вывести из заключения но подошед к двери я нашел ее снова запертою,S S S S S C C S S C S S S S P
2804,андрюшка закричал я отопри,C S C EX
2805,как не так отвечал из-за двери земский,S S C S S S P
2806,сиди-ка сам здесь,S S P
2807,вот ужо научим тебя буянить да за ворот таскать государевых чиновников,S S S S S S S S S S EX
2808,я стал осматривать анбар ища не было ли какого-нибудь способа выбраться,S S S C C S S S S S P
2809,не трудись сказал мне батюшка не таковской я хозяин чтоб можно было в анбары мои входить и выходить воровскими лазейками,S C S S C S S S C S S S S S S S S S S P
2810,матушка на минуту обрадованная моим появлением впала в отчаяние видя что пришлось и мне разделить погибель всей семьи,C S S S S C S S C C S S S S S S S P
2811,но я был спокойнее с тех пор как находился с ними и с марьей ивановной,S S S S S S C S S S S S S S P
2812,со мною была сабля и два пистолета я мог еще выдержать осаду,S S S S S S C S S S S P
2813,гринев должен был подоспеть к вечеру и нас освободить,S S S S S S S S P
2814,я сообщил все это моим родителям и успел успокоить матушку,S S S S S S S S S P
2815,они предались вполне радости свидания,S S S S P
2816,ну петр сказал мне отец довольно ты проказил и я на тебя порядком был сердит,C C S S C S S C S S S S S S P
2817,но нечего поминать про старое,S S S S P
2818,надеюсь что теперь ты исправился и перебесился,C S S S S S P
2819,знаю что ты служил как надлежит честному офицеру,C S S C S S S P
2820,спасибо,P
2821,утешил меня старика,S C P
2822,коли тебе обязан я буду избавлением то жизнь мне вдвое будет приятнее,S S S S S C S S S S S P
2823,я со слезами целовал его руку и глядел на марью ивановну которая была так обрадована моим присутствием что казалась совершенно счастлива и спокойна,S S S S S S S S S S C S S S S S C S S S S S P
2824,около полудни услышали мы необычайный шум и крики,S S S S S S S P
2825,что это значит сказал отец уж не твой ли полковник подоспел,S S C S C S S S S S Q
2826,невозможно отвечал я,C S P
2827,он не будет прежде вечера,S S S S P
2828,шум умножался,S P
2829,били в набат,S S P
2830,по двору скакали конные люди в эту минуту в узкое отверстие прорубленное в стене просунулась седая голова савельича и мой бедный дядька произнес жалобным голосом андрей петрович авдотья васильевна батюшка ты мой петр андреич матушка марья ивановна беда злодеи вошли в село,S S S S C S S S S S C S S C S S S C S S S S S S C S C S C S S C S C S S C C S S S P
2831,и знаешь ли петр андреич кто их привел,S S C S C S S Q
2832,швабрин алексей иваныч нелегкое его побери,C S C S S EX
2833,услыша ненавистное имя марья ивановна всплеснула руками и осталась неподвижною,S S C S S S S S S P
2834,послушай сказал я савельичу пошли кого-нибудь верхом к перевозу навстречу гусарскому полку и вели дать знать полковнику об нашей опасности,C S S C S S S S C S S C S S S S S S S P
2835,да кого же послать сударь,S S S C EX
2836,все мальчишки бунтуют а лошади все захвачены,S S C S S S EX
2837,вот уж на дворе до анбара добираются,S S S C S S P
2838,в это время за дверью раздалось несколько голосов,S S S S S S S P
2839,я молча дал знак матушке и марье ивановне удалиться в угол обнажил саблю и прислонился к стене у самой двери,S S S S S S S S S S C S S S S S S S S P
2840,батюшка взял пистолеты и на обоих взвел курки и стал подле меня,S S S S S S S S S S S P
2841,загремел замок дверь отворилась и голова земского показалась,S C S C S S S P
2842,я ударил по ней саблею и он упал заградив вход,S S S S C S S C S P
2843,в ту же минуту батюшка выстрелил в дверь из пистолета,S S S S S S S S S P
2844,толпа осаждавшая нас отбежала с проклятиями,C S C S S P
2845,я перетащил через порог раненого и запер дверь внутреннею петлею,S S S S S S S S S P
2846,двор был полон вооруженных людей,S S S S P
2847,между ими узнал я швабрина,S S S S P
2848,не бойтесь сказал я женщинам,S C S S P
