,input,target
3906,подали самовар и гаврила гаврилович послал девчонку узнать от марьи гавриловны каково ее здоровье и как она почивала,S C S S S S S S S S C S S S S S S P
3907,девчонка воротилась объявляя что барышня почивала-де дурно но что ей-де теперь легче и что она-де сейчас придет в гостиную,S C C S S S C S S S S S S S S S S S P
3908,в самом деле дверь отворилась и марья гавриловна подошла здороваться с папенькой и с маменькой,S S C S C S S S S S S S S S P
3909,что твоя голова маша спросил гаврила гаврилович,S S C C S S P
3910,лучше папенька отвечала маша,C C S P
3911,ты верно маша вчерась угорела сказала прасковья петровна,C C C S C S S P
3912,может быть маменька отвечала маша,S C C S P
3913,день прошел благополучно но в ночь маша занемогла,S S C S S S S P
3914,открылась сильная горячка и бедная больная две недели находилась у края гроба,S S C S S S S S S S S P
3915,письма накануне ею написанные были сожжены ее горничная никому ни о чем не говорила опасаясь гнева господ,C S S C S C S S S S S S S C S S P
3916,священник отставной корнет усастый землемер и маленький улан были скромны и недаром,C S C S S S S S S C S P
3917,терешка-кучер никогда ничего лишнего не высказывал даже и во хмелю,S S S S S C S S S P
3918,нравственные поговорки бывают удивительно полезны в тех случаях когда мы от себя мало что можем выдумать себе в оправдание,S S S S S S S C S S S S S S S S S S P
3919,положили послать за ним и объявить ему неожиданное счастье согласие на брак,S S S S S S S S C S S P
3920,но каково было изумление ненарадовских помещиков когда в ответ на их приглашение получили они от него полусумасшедшее письмо,S S S S S C S S S S S S S S S S S EX
3921,он объявлял им что нога его не будет никогда в их доме и просил забыть о несчастном для которого смерть остается единою надеждою,S S C S S S S S S S S C S S S S C S S S S S P
3922,через несколько дней узнали они что владимир уехал в армию,S S S S C S S S S P
3923,однако слава богу обморок не имел последствия,C S C S S S P
3924,другая печаль ее посетила гаврила гаврилович скончался оставя ее наследницей всего имения,S S S C S S C S S S S P
3925,женихи кружились и тут около милой и богатой невесты но она никому не подавала и малейшей надежды,S S S S S S S S C S S S S S S S P
3926,владимир уже не существовал он умер в москве накануне вступления французов,S S S C S S S C S S P
3927,соседи узнав обо всем дивились ее постоянству и с любопытством ожидали героя долженствовавшего наконец восторжествовать над печальной верностию этой девственной артемизы,C S S C S S S S S S S C C C S S S S S S P
3928,офицеры ушедшие в поход почти отроками возвращались возмужав на бранном воздухе обвешанные крестами,C S S S S C C S S S C S P
3929,солдаты весело разговаривали между собою вмешивая поминутно в речь немецкие и французские слова,S S S S C S S S S S S S P
3930,женщины русские женщины были тогда бесподобны,C S S S S P
3931,восторг их был истинно упоителен когда встречая победителей кричали они ура,S S S S C C S C S C EX
3932,кто из тогдашних офицеров не сознается что русской женщине обязан он был лучшей драгоценнейшей наградою,S S S S S C S S S S S S C S Q
3933,в это блистательное время марья гавриловна жила с матерью в губернии и не видала как обе столицы праздновали возвращение войск,S S S S S S S S S S S S S C S S S S S P
3934,но в уездах и деревнях общий восторг может быть был еще сильнее,S S S S S S C S C S S P
3935,появление в сих местах офицера было для него настоящим торжеством и любовнику во фраке плохо было в его соседстве,S S S S S S S S S C S S S S S S S S P
3936,мы уже сказывали что несмотря на ее холодность марья гавриловна все по-прежнему окружена была искателями,S S C C S S S C S S S S S S P
3937,он приехал в отпуск в свои поместья находившиеся по соседству деревни марьи гавриловны,S S S S S S C S S S S S P
3938,он имел именно тот ум который нравится женщинам ум приличия и наблюдения безо всяких притязаний и беспечно насмешливый,S S S S C S S C S S S C S S S S S P
3939,что удерживало его робость неразлучная с истинною любовию гордость или кокетство хитрого волокиты,S S C C S S S C S S S S Q
3940,подумав хорошенько она решила что робость была единственной тому причиною и положила ободрить его большею внимательностию и смотря по обстоятельствам даже нежностию,S C S C S S S S S C S S S S S S C S S C S P
3941,тайна какого роду ни была бы всегда тягостна женскому сердцу,C S S S S C S S S P
3942,соседи говорили о свадьбе как о деле уже конченном а добрая прасковья петровна радовалась что дочь ее наконец нашла себе достойного жениха,S S S C S S S S C S S S S C S S S S S S S P
3943,старушка сидела однажды одна в гостиной раскладывая гранпасьянс как бурмин вошел в комнату и тотчас осведомился о марье гавриловне,S S S S S C S C S S S S S S S S S S P
3944,она в саду отвечала старушка подите к ней а я вас буду здесь ожидать,S S C S C S S C S S S S S P
3945,бурмин пошел а старушка перекрестилась и подумала авось дело сегодня же кончится,S C S S S S C S S S S EX
3946,бурмин нашел марью гавриловну у пруда под ивою с книгою в руках и в белом платье настоящей героинею романа,S S S S S C S C S S S S S S S C S S P
3947,после первых вопросов марья гавриловна нарочно перестала поддерживать разговор усиливая таким образом взаимное замешательство от которого можно было избавиться разве только внезапным и решительным объяснением,S S S S S S S S C S S S S C S S S S S S S S S S P
3948,так и случилось бурмин чувствуя затруднительность своего положения объявил что искал давно случая открыть ей свое сердце и потребовал минуты внимания,S S C C S S S C C S S S S S S S C S S S P
3949,я вас люблю сказал бурмин я вас люблю страстно,S S C S C S S S P
3950,я поступил неосторожно предаваясь милой привычке привычке видеть и слышать вас ежедневно,S S C S S C S S S S S P
3951,она всегда существовала прервала с живостию марья гавриловна я никогда не могла быть вашею женою,S S C S S S S C S S S S S S P
3952,знаю отвечал он ей тихо знаю что некогда вы любили но смерть и три года сетований,C S S S C C S S S C S S S S S P
3953,добрая милая марья гавриловна не старайтесь лишить меня последнего утешения мысль что вы бы согласились сделать мое счастие если бы молчите ради бога молчите,C S S C S S S S S C C S S S S S S C S S C S C P
3954,да я знаю я чувствую что вы были бы моею но я несчастнейшее создание я женат,C S C S C S S S S C C S S S S EX
3955,я женат продолжал бурмин я женат уже четвертый год и не знаю кто моя жена и где она и должен ли свидеться с нею когда-нибудь,S C S C S S S S S S S C S S C S S C S S S S S S EX
3956,что вы говорите воскликнула марья гавриловна как это странно,S S C S S C S S EX
3957,продолжайте я расскажу после но продолжайте сделайте милость,C S S S S C S P
3958,в начале 1812 года сказал бурмин я спешил в вильну где находился наш полк,S S S C S C S S S C S S S P
3959,приехав однажды на станцию поздно вечером я велел было поскорее закладывать лошадей как вдруг поднялась ужасная метель и смотритель и ямщики советовали мне переждать,S S S S S C S S S S S C S S S S C S S S S S S P
3960,я их послушался но непонятное беспокойство овладело мною казалось кто-то меня так и толкал,S S C S S S S C C S S S S P
3961,между тем метель не унималась я не вытерпел приказал опять закладывать и поехал в самую бурю,S S S S C S S C S S S S S S S P
3962,ямщику вздумалось ехать рекою что должно было сократить нам путь тремя верстами,S S S C S S S S S S S P
3963,берега были занесены ямщик проехал мимо того места где выезжали на дорогу и таким образом очутились мы в незнакомой стороне,S S C S S S S C S S S C S S S S S S S P
3964,буря не утихала я увидел огонек и велел ехать туда,S S C S S S S S S P
3965,мы приехали в деревню в деревянной церкви был огонь,S S S C S S S S P
3966,церковь была отворена за оградой стояло несколько саней по паперти ходили люди,S S C S S S S C S S S P
3967,сюда сюда закричало несколько голосов,C C S S P
3968,помилуй где ты замешкался сказал мне кто-то невеста в обмороке поп не знает что делать мы готовы были ехать назад,C S S C S S C S S C S S C S C S S S S P
3969,я молча выпрыгнул из саней и вошел в церковь слабо освещенную двумя или тремя свечами,S S S S S S S S C S S S S S P
3970,девушка сидела на лавочке в темном углу церкви другая терла ей виски,S S S S S S S C S S S P
3971,слава богу сказала эта насилу вы приехали,S C S C S S P
3972,старый священник подошел ко мне с вопросом прикажете начинать,S S S S S S C S Q
3973,начинайте начинайте батюшка отвечал я рассеянно,C C C S S P
3974,непонятная непростительная ветреность я стал подле нее перед налоем священник торопился трое мужчин и горничная поддерживали невесту и заняты были только ею,C S S S S S S S C S C S S S S S S S S S S P
3975,поцелуйтесь сказали нам,C S P
3976,она вскрикнула ай не он не он и упала без памяти,S C C S C S C S S S P
3977,я повернулся вышел из церкви безо всякого препятствия бросился в кибитку и закричал пошел,S C S S S S S C S S S S C EX
3978,боже мой закричала марья гавриловна и вы не знаете что сделалось с бедной вашею женою,S C S S C S S S C S S S S S Q
3979,не знаю отвечал бурмин не знаю как зовут деревню где я венчался не помню с которой станции поехал,S C S C S C S S C S S C S C S S S P
3980,боже мой боже мой сказала марья гавриловна схватив его руку так это были вы,S C S C S S C S S C S S S EX
3981,не зрим ли каждый день гробов седин дряхлеющей вселенной,S S S S S C S S Q
3982,заперев лавку прибил он к воротам объявление о том что дом продается и отдается внаймы и пешком отправился на новоселье,S C S S S S S S C S S S S S C S S S S P
3983,адриан обошел свое жилище сел у окошка и приказал готовить самовар,S S S C S S S S S S P
3984,просвещенный читатель ведает что шекспир и вальтер скотт оба представили своих гробокопателей людьми веселыми и шутливыми дабы сей противоположностию сильнее поразить наше воображение,S S C S S S S S S S S S S S S C S S S S S S P
3985,из уважения к истине мы не можем следовать их примеру и принуждены признаться что нрав нашего гробовщика совершенно соответствовал мрачному его ремеслу,S S S S S S S S S S S S C S S S S S S S S P
3986,итак адриан сидя под окном и выпивая седьмую чашку чаю по своему обыкновению был погружен в печальные размышления,C C S S S S S S S C S S S S S S S P
3987,он думал о проливном дожде который за неделю тому назад встретил у самой заставы похороны отставного бригадира,S S S S C C S S S C S S S S S S P
3988,многие мантии от того сузились многие шляпы покоробились,S S S S C S S P
3989,он предвидел неминуемые расходы ибо давний запас гробовых нарядов приходил у него в жалкое состояние,S S S C S S S S S S S S S S P
3990,он надеялся выместить убыток на старой купчихе трюхиной которая уже около года находилась при смерти,S S S S S S S C S S S S S S P
3991,кто там спросил гробовщик,S C S P
3992,дверь отворилась и человек в котором с первого взгляду можно было узнать немца ремесленника вошел в комнату и с веселым видом приближился к гробовщику,S C S C S S S S S S S S S C S S S S S S S S S P
3993,я сапожник имя мое готлиб шульц и живу от вас через улицу в этом домике что против ваших окошек,S C S S S C S S S S S C S S C S S S P
3994,завтра праздную мою серебряную свадьбу и я прошу вас и ваших дочек отобедать у меня по-приятельски,S S S S C S S S S S S S S S S P
3995,гробовщик просил сапожника садиться и выкушать чашку чаю и благодаря открытому нраву готлиба шульца вскоре они разговорились дружелюбно,S S S S S S S C S S S S S S S S S P
3996,каково торгует ваша милость спросил адриан,S S S C S P
3997,э-хе-хе отвечал шульц и так и сяк,C S C S S S P
3998,хоть конечно мой товар не то что ваш живой без сапог обойдется а мертвый без гроба не живет,C C S S S C S C S S S C S S S S S P
3999,таким образом беседа продолжалась у них еще несколько времени наконец сапожник встал и простился с гробовщиком возобновляя свое приглашение,S S S S S S S S C S S S S S S C S S P
4000,на другой день ровно в двенадцать часов гробовщик и его дочери вышли из калитки новокупленного дома и отправились к соседу,S S C S S S C S S S S S S S S S S S S P
4001,не стану описывать ни русского кафтана адриана прохорова ни европейского наряда акулины и дарьи отступая в сем случае от обычая принятого нынешними романистами,S S S S S S S C S S S S S C S S S S S C S S P
4002,полагаю однако ж не излишним заметить что обе девицы надели желтые шляпки и красные башмаки что бывало у них только в торжественные случаи,C S C S S C S S S S S S S S C S S S S S S S P
4003,тесная квартирка сапожника была наполнена гостями большею частью немцами ремесленниками с их женами и подмастерьями,S S S S S C S S S C S S S S P
4004,из русских чиновников был один будочник чухонец юрко умевший приобрести несмотря на свое смиренное звание особенную благосклонность хозяина,S S S S S C S C S C S S S S C S S P
4005,лет двадцать пять служил он в сем звании верой и правдою как почталион погорельского,S S S S S S S S S S C S S P
4006,пожар двенадцатого года уничтожив первопрестольную столицу истребил и его желтую будку,S S C S S C S S S S P
4007,он был знаком большей части немцев живущих около никитских ворот иным из них случалось даже ночевать у юрки с воскресенья на понедельник,S S S S S C S S S C S S S S S S S S S S S P
4008,господин и госпожа шульц и дочка их семнадцатилетняя лотхен обедая с гостями все вместе угощали и помогали кухарке служить,S S S S S S C S C S S C S S S S S S P
4009,адриан ему не уступал дочери его чинились разговор на немецком языке час от часу делался шумнее,S S S C S S C S S S S S S S S P
4010,вдруг хозяин потребовал внимания и откупоривая засмоленную бутылку громко произнес по-русски за здоровье моей доброй луизы,S S S S C S S C S S C S S S S EX
4011,хозяин нежно поцеловал свежее лицо сорокалетней своей подруги и гости шумно выпили здоровье доброй луизы,S S S S S S S C S S S S S S P
4012,за здоровье любезных гостей моих провозгласил хозяин откупоривая вторую бутылку и гости благодарили его осушая вновь свои рюмки,S S S S C S C S S C S S S C S S S P
4013,адриан пил с усердием и до того развеселился что сам предложил какой-то шутливый тост,S S S S S S S C S S S S S P
4014,предложение как и все было принято радостно и единодушно,C S S C S S S S P
4015,гости начали друг другу кланяться портной сапожнику сапожник портному булочник им обоим все булочнику и так далее,S S S S C S C S C S S C S S S S P
4016,юрко посреди сих взаимных поклонов закричал обратись к своему соседу что же пей батюшка за здоровье своих мертвецов,C S S S C C S S S C S C C C S S S P
4017,все захохотали но гробовщик почел себя обиженным и нахмурился,S C S S S S S S P
4018,никто того не заметил гости продолжали пить и уже благовестили к вечерне когда встали из-за стола,S S S C S S C S S S S C S S S P
4019,гости разошлись поздно и по большей части навеселе,S S C S S S S P
4020,что ж это в самом деле рассуждал он вслух чем ремесло мое нечестнее прочих разве гробовщик брат палачу чему смеются басурмане разве гробовщик гаер святочный,S S C S S C S S C S S S S C S S S C S S C S S S Q
4021,хотелось было мне позвать их на новоселье задать им пир горой ин не бывать же тому,S S S S S S C S S S C S S S S EX
4022,а созову я тех на которых работаю мертвецов православных,S S S C S S C S P
4023,что ты батюшка сказала работница которая в это время разувала его что ты это городишь,S C C S C S S S S S C S S S Q
4024,ей-богу созову продолжал адриан и на завтрашний же день,C C S C S S S S P
4025,милости просим мои благодетели завтра вечером у меня попировать угощу чем бог послал,S C S C S S S S C C S S P
4026,на дворе было еще темно как адриана разбудили,S S S S C S S P
4027,купчиха трюхина скончалась в эту самую ночь и нарочный от ее приказчика прискакал к адриану верхом с этим известием,S S S S S S C S S S S S S S S S S S P
4028,гробовщик дал ему за то гривенник на водку оделся наскоро взял извозчика и поехал на разгуляй,S S S S S S S C S C S S S S S P
4029,у ворот покойницы уже стояла полиция и расхаживали купцы как вороны почуя мертвое тело,S S S S S S S S C S C S S P
4030,покойница лежала на столе желтая как воск но еще не обезображенная тлением,S S S C S S C S S S S P
4031,около ее теснились родственники соседи и домашние,S S S C S S P
4032,все окна были открыты свечи горели священники читали молитвы,S S S C S C S S P
4033,наследник благодарил его рассеянно сказав что о цене он не торгуется а во всем полагается на его совесть,S S S C C S S S S S C S S S S S S P
4034,гробовщик по обыкновению своему побожился что лишнего не возьмет значительным взглядом обменялся с приказчиком и поехал хлопотать,C S S C C S S S C S S S S S S S P
4035,целый день разъезжал с разгуляя к никитским воротам и обратно к вечеру все сладил и пошел домой пешком отпустив своего извозчика,S S S S S S S S S C S S S S S S S C S S P
4036,у вознесения окликал его знакомец наш юрко и узнав гробовщика пожелал ему доброй ночи,S S S S S S S C S C S S S P
4037,гробовщик подходил уже к своему дому как вдруг показалось ему что кто-то подошел к его воротам отворил калитку и в нее скрылся,S S S S S C S S S C S S S S S C S S S S S P
4038,что бы это значило подумал адриан,S S S C S P
4039,в эту минуту кто-то еще приближился к калитке и собирался войти но увидя бегущего хозяина остановился и снял треугольную шляпу,S S S S S S S S S S C C S S C S S S S P
4040,адриану лицо его показалось знакомо но второпях не успел он порядочно его разглядеть,S S S S C S S S S S S S P
4041,вы пожаловали ко мне сказал запыхавшись адриан войдите же сделайте милость,S S S C S S C S C S P
4042,не церемонься батюшка отвечал тот глухо ступай себе вперед указывай гостям дорогу,S C C S S C S S C S S EX
4043,калитка была отперта он пошел на лестницу и тот за ним,S S C S S S C S S S P
4044,адриану показалось что по комнатам его ходят люди,S C S S S S S P
4045,что за дьявольщина подумал он и спешил войти тут ноги его подкосились,S S C S S S S S S S S P
4046,луна сквозь окна освещала их желтые и синие лица ввалившиеся рты мутные полузакрытые глаза и высунувшиеся носы,S S S S S S S S C S C C S S S S P
4047,адриан с ужасом узнал в них людей погребенных его стараниями и в госте с ним вместе вошедшем бригадира похороненного во время проливного дождя,S S S S S S C S S C S S C S S S C C S S S S P
4048,прочие все одеты были благопристойно покойницы в чепцах и лентах мертвецы чиновные в мундирах но с бородами небритыми купцы в праздничных кафтанах,S S S S C S S S S C S S S C S S S C S S S P
4049,ты не узнал меня прохоров сказал скелет,S S S C C S P
4050,помнишь ли отставного сержанта гвардии петра петровича курилкина того самого которому в 1799 году ты продал первый свой гроб и еще сосновый за дубовый,S S S S S S S C S C C S S C S S S S C S S S S Q
4051,с сим словом мертвец простер ему костяные объятия но адриан собравшись с силами закричал и оттолкнул его,S S S S S S S C S C S S C S S S P
4052,петр петрович пошатнулся упал и весь рассыпался,S S C S S S P
4053,солнце давно уже освещало постелю на которой лежал гробовщик,S S S S C S S S P
4054,наконец открыл он глаза и увидел перед собою свою работницу раздувавшую самовар,S S S S S S S S S C S P
4055,трюхина бригадир и сержант курилкин смутно представились его воображению,C S S S S S S S P
4056,он молча ожидал чтоб работница начала с ним разговор и объявила о последствиях ночных приключений,S S C S S S S S S S S S S S P
4057,как ты заспался батюшка адриан прохорович сказала аксинья подавая ему халат,S S C C S C S C S S P
4058,к тебе заходил сосед портной и здешний будочник забегал с объявлением что сегодня частный именинник да ты изволил почивать и мы не хотели тебя разбудить,S S S S S S S S S S C S S S C S S S C S S S S S P
4059,что ты батюшка не с ума ли спятил али хмель вчерашний еще у тя не прошел,S C C S S S S C S S S S S S S Q
4060,ты целый день пировал у немца воротился пьян завалился в постелю да и спал до сего часа как уж к обедне отблаговестили,S S S S S C S C S S C S S S S S C S S S S P
4061,ой ли сказал обрадованный гробовщик,S C S S P
4062,вестимо так отвечала работница,S C S P
4063,ну коли так давай скорее чаю да позови дочерей,C S C S S C S S P
4064,коллежский регистратор почтовой станции диктатор,S C S S P
4065,князь вяземскийкто не проклинал станционных смотрителей кто с ними не бранивался,S S S S S C S S S S Q
4066,кто в минуту гнева не требовал от них роковой книги дабы вписать в оную свою бесполезную жалобу на притеснение грубость и неисправность,C S S C S S S S S C S S S S S S S S C S S Q
4067,кто не почитает их извергами человеческого рода равными покойным подьячим или по крайней мере муромским разбойникам,S S S S S S C S S S C S S C S Q
4068,будем однако справедливы постараемся войти в их положение и может быть станем судить о них гораздо снисходительнее,C C C S S S S S C S C S S S S S P
4069,сущий мученик четырнадцатого класса огражденный своим чином токмо от побоев и то не всегда,S S S C S S S S S C S S S P
4070,какова должность сего диктатора как называет его шутливо князь вяземский,S S S C S S S S S Q
4071,покою ни днем ни ночью,S S C S P
4072,всю досаду накопленную во время скучной езды путешественник вымещает на смотрителе,S C S S S S C S S S P
4073,погода несносная дорога скверная ямщик упрямый лошади не везут а виноват смотритель,S C S C S C S S C S S P
4074,боже какие ругательства какие угрозы посыплются на его голову,C S C S S S S S EX
4075,приезжает генерал дрожащий смотритель отдает ему две последние тройки в том числе курьерскую,S C S S S S S S C S S S P
4076,генерал едет не сказав ему спасибо,S C S S S P
4077,чрез пять минут колокольчик и фельдъегерь бросает ему на стол свою подорожную,S S C C S S S S S S S EX
4078,вникнем во все это хорошенько и вместо негодования сердце наше исполнится искренним состраданием,S S S S C S S S S S S S P
4079,сии столь оклеветанные смотрители вообще суть люди мирные от природы услужливые склонные к общежитию скромные в притязаниях на почести и не слишком сребролюбивые,S S S S S S S C S S C S S C S S S S S S S S P
4080,что касается до меня то признаюсь я предпочитаю их беседу речам какого-нибудь чиновника 6-го класса следующего по казенной надобности,S S S C C C S S S S S S S S C S S S P
4081,легко можно догадаться что есть у меня приятели из почтенного сословия смотрителей,S S C S S S S S S S S P
4082,в самом деле память одного из них мне драгоценна,S S C S S S S S P
4083,обстоятельства некогда сблизили нас и об нем-то намерен я теперь побеседовать с любезными читателями,S S S C S S S S S S S S S P
4084,в 1816 году в мае месяце случилось мне проезжать через скую губернию по тракту ныне уничтоженному,S S C S S C S S S S S C S C S P
4085,находился я в мелком чине ехал на перекладных и платил прогоны за две лошади,S S S S C S S S S S S S S P
4086,вследствие сего смотрители со мною не церемонились и часто бирал я с бою то что во мнении моем следовало мне по праву,S S S S S S C S S S S S S C C S S C S S S P
4087,будучи молод и вспыльчив я негодовал на низость и малодушие смотрителя когда сей последний отдавал приготовленную мне тройку под коляску чиновного барина,S S S C S S S S S S C S S S S S S S S S S P
4088,столь же долго не мог я привыкнуть и к тому чтоб разборчивый холоп обносил меня блюдом на губернаторском обеде,S S S S S S S S S C S S S S S S S S P
4089,в самом деле что было бы с нами если бы вместо общеудобного правила чин чина почитай ввелось в употребление другое например ум ума почитай,S S C S S S S C S S S S C S S C S S S C C S S Q
4090,какие возникли бы споры и слуги с кого бы начинали кушанье подавать,S S S C S S S S S S S Q
4091,в трех верстах от станции стало накрапывать и через минуту проливной дождь вымочил меня до последней нитки,S S S S S S C S S S S S S S S S P
4092,по приезде на станцию первая забота была поскорее переодеться вторая спросить себе чаю,S S S S S S S S C S S S P
4093,эй дуня закричал смотритель поставь самовар да сходи за сливками,C C S C S S S S S P
4094,это твоя дочка спросил я смотрителя,S S C S S P
4095,дочка-с отвечал он с видом довольного самолюбия да такая разумная такая проворная вся в покойницу мать,C S S S S S C S S C S C S S S P
4096,тут он принялся переписывать мою подорожную а я занялся рассмотрением картинок украшавших его смиренную но опрятную обитель,S S S S S C S S S S C S S C S S P
4097,в первой почтенный старик в колпаке и шлафорке отпускает беспокойного юношу который поспешно принимает его благословение и мешок с деньгами,S S S S S S S S S S C S S S S S S S S P
4098,в другой яркими чертами изображено развратное поведение молодого человека он сидит за столом окруженный ложными друзьями и бесстыдными женщинами,S S S S S S S S C S S S C S S S S S P
4099,далее промотавшийся юноша в рубище и в треугольной шляпе пасет свиней и разделяет с ними трапезу в его лице изображены глубокая печаль и раскаяние,C S C S S S S S C S S S S S S C S S S S S S S P
4100,вижу как теперь самого хозяина человека лет пятидесяти свежего и бодрого и его длинный зеленый сертук с тремя медалями на полинялых лентах,C S C S C S S C S S C S S S S S S S S S S P
4101,не успел я расплатиться со старым моим ямщиком как дуня возвратилась с самоваром,S S S S S S S C S S S S P
4102,дуне подал я чашку чаю и мы втроем начали беседовать как будто век были знакомы,S S S S C S S S S C S S S S P
4103,лошади были давно готовы а мне все не хотелось расстаться с смотрителем и его дочкой,S S S C S S S S S S S S S S P
4104,наконец я с ними простился отец пожелал мне доброго пути а дочь проводила до телеги,S S S S C S S S S C S S S S P
4105,много могу я насчитать поцелуев но ни один не оставил во мне столь долгого столь приятного воспоминания,S S S S C S S S S S S S S C S S P
4106,прошло несколько лет и обстоятельства привели меня на тот самый тракт в те самые места,S S C S S S S S S S C S S S P
4107,я вспомнил дочь старого смотрителя и обрадовался при мысли что увижу ее снова,S S S S S S S S C S S S P
4108,но подумал я старый смотритель может быть уже сменен вероятно дуня уже замужем,C S C S C S C S C C S S P
4109,мысль о смерти того или другого также мелькнула в уме моем и я приближался к станции с печальным предчувствием,S S S S S S S S S S C S S S S S S S P
4110,смотритель спал под тулупом мой приезд разбудил его он привстал,S S S C S S S C S P
4111,это был точно самсон вырин но как он постарел,S S S S C S S S EX
4112,узнал ли ты меня спросил я его мы с тобою старые знакомые,S S S C S S C S S S S P
4113,может статься отвечал он угрюмо здесь дорога большая много проезжих у меня перебывало,S C S S C S S C S S S S P
4114,здорова ли твоя дуня продолжал я,S S S C S P
4115,а бог ее знает отвечал он,S S S C S P
4116,так видно она замужем сказал я,C C S C S P
4117,старик притворился будто бы не слыхал моего вопроса и продолжал пошептом читать мою подорожную,S C S S S S S S S S S S S P
4118,любопытство начинало меня беспокоить и я надеялся что пунш разрешит язык моего старого знакомца,S S S C S S C S S S S S S P
4119,я не ошибся старик не отказался от предлагаемого стакана,S S C S S S S S P
4120,я заметил что ром прояснил его угрюмость,S C S S S S P
4121,так вы знали мою дуню начал он,S S S S C S P
4122,ах дуня дуня,C C EX
4123,бывало кто ни проедет всякий похвалит никто не осудит,C S S C S C S S P
4124,барыни дарили ее та платочком та сережками,S S C S C S P
4125,господа проезжие нарочно останавливались будто бы пообедать аль отужинать а в самом деле только чтоб на нее подолее поглядеть,S S S C S S S S C S S S S S S S S S P
4126,бывало барин какой бы сердитый ни был при ней утихает и милостиво со мною разговаривает,S C S S S S C S S S S S S S P
4127,поверите ль сударь курьеры фельдъегеря с нею по получасу заговаривались,S C C C S S S S S P
4128,ею дом держался что прибрать что приготовить за всем успевала,S S C S C S C S S P
4129,да нет от беды не отбожишься что суждено тому не миновать,S C S S S C S C S S P
4130,гнев проезжего прошел он согласился ждать лошадей и заказал себе ужин,S S C S S S S S S S P
4131,сняв мокрую косматую шапку отпутав шаль и сдернув шинель проезжий явился молодым стройным гусаром с черными усиками,S C S C S S S S C S S C S S S S P
